policy_id,age,gender,state,occupation,marital_status,credit_score,policy_type,annual_premium,policy_start_date,years_as_customer,num_prior_claims,has_violations
POL-01443,66,Female,MI,Freelancer,Single,491,Comprehensive,6414.94,2024-01-16,11,5,0
POL-01444,36,Male,CA,Retail Worker,Single,781,Comprehensive,2807.97,2024-06-10,8,4,0
POL-01445,67,Male,NY,Sales Manager,Married,812,Standard,6728.12,2021-07-18,10,2,1
POL-01446,57,Male,NJ,Software Engineer,Divorced,358,Premium,2291.13,2021-03-18,6,5,0
POL-01447,71,Female,MD,Sales Manager,Single,704,Standard,6550.29,2024-07-08,3,1,0
POL-01448,63,Female,IN,Lawyer,Single,349,Standard,2308.22,2020-07-06,6,7,0
POL-01449,26,Female,NJ,Mechanic,Single,716,Basic,5925.21,2020-06-20,15,5,1
POL-01450,24,Female,IN,Freelancer,Widowed,837,Basic,580.04,2021-01-13,6,0,0
POL-01451,55,Male,NJ,Doctor,Widowed,414,Standard,6781.98,2022-12-08,0,3,1
POL-01452,39,Female,TN,Accountant,Divorced,422,Comprehensive,7375.04,2024-12-11,6,6,0
POL-01453,57,Female,PA,Student,Single,378,Premium,5027.69,2024-07-13,3,8,0
POL-01454,24,Female,GA,Mechanic,Widowed,842,Comprehensive,3072.13,2020-02-24,4,6,0
POL-01455,28,Male,OH,Chef,Married,375,Standard,3884.69,2021-11-17,10,6,0
POL-01456,23,Female,TX,Construction Worker,Divorced,433,Comprehensive,7555.01,2020-03-28,11,0,0
POL-01457,33,Female,WA,Electrician,Widowed,347,Basic,1373.84,2020-09-20,13,0,0
POL-01458,30,Male,IN,Student,Married,669,Comprehensive,3483.73,2023-05-29,2,0,1
POL-01459,27,Female,FL,Sales Manager,Married,402,Standard,6256.96,2021-06-04,10,5,0
POL-01460,70,Female,IN,Driver,Married,746,Basic,4140.4,2024-10-01,15,6,0
POL-01461,57,Male,IN,Freelancer,Divorced,597,Basic,1368.71,2021-09-14,0,8,1
POL-01462,67,Male,NJ,Accountant,Married,788,Standard,3555.93,2021-03-10,7,5,0
POL-01463,21,Male,VA,Lawyer,Single,348,Premium,7948.93,2023-04-04,2,4,0
POL-01464,54,Male,CA,Construction Worker,Widowed,561,Standard,3521.41,2023-05-09,13,6,0
POL-01465,71,Female,FL,Student,Divorced,448,Premium,4844.6,2023-07-28,7,2,0
POL-01466,54,Male,MI,Software Engineer,Divorced,499,Standard,7179.05,2020-08-09,5,3,0
POL-01467,67,Male,AZ,Electrician,Single,717,Basic,7925.17,2022-08-26,4,6,0
POL-01468,47,Female,CA,Retail Worker,Widowed,478,Standard,2821.26,2024-01-23,7,8,0
POL-01469,38,Female,GA,Student,Married,317,Premium,6710.1,2021-12-06,13,1,0
POL-01470,75,Female,NJ,Software Engineer,Married,715,Premium,4583.75,2020-10-27,13,4,0
POL-01471,68,Female,MD,Electrician,Divorced,716,Basic,7425.96,2021-03-19,0,8,1
POL-01472,69,Female,NY,Retail Worker,Married,494,Premium,4786.3,2024-03-16,3,4,0
POL-01473,67,Female,WA,Driver,Married,546,Premium,6873.23,2021-07-10,1,0,0
POL-01474,48,Male,CA,Software Engineer,Widowed,700,Comprehensive,969.54,2020-04-22,3,6,0
POL-01475,22,Male,OH,Freelancer,Divorced,326,Basic,7590.08,2022-02-07,1,4,0
POL-01476,36,Male,NJ,Software Engineer,Widowed,717,Standard,6971.74,2022-12-04,6,7,1
POL-01477,58,Male,TX,Construction Worker,Divorced,525,Premium,2525.91,2022-10-11,14,7,0
POL-01478,43,Male,TX,Construction Worker,Widowed,443,Comprehensive,6222.25,2022-04-23,4,2,0
POL-01479,19,Male,TN,Construction Worker,Widowed,693,Basic,7864.87,2023-03-03,2,4,0
POL-01480,43,Female,FL,Mechanic,Married,507,Comprehensive,2240.85,2020-09-28,10,5,0
POL-01481,30,Female,WA,Teacher,Widowed,381,Comprehensive,579.81,2024-10-05,5,1,0
POL-01482,56,Male,CA,Electrician,Single,524,Comprehensive,2284.8,2022-11-17,10,2,1
POL-01483,49,Female,WA,Teacher,Married,523,Comprehensive,1057.52,2023-09-29,9,4,0
POL-01484,55,Male,IL,Freelancer,Divorced,348,Standard,6980.92,2021-08-25,1,1,1
POL-01485,35,Female,TX,Mechanic,Widowed,509,Premium,6740.0,2022-03-26,15,8,0
POL-01486,27,Female,TN,Retail Worker,Married,491,Basic,605.1,2020-11-26,2,7,0
POL-01487,24,Male,NC,Driver,Widowed,475,Premium,6009.11,2022-10-03,14,3,1
POL-01488,73,Male,MO,Mechanic,Single,827,Standard,4576.34,2021-10-14,13,0,0
POL-01489,32,Female,CA,Lawyer,Widowed,712,Basic,3901.8,2023-12-04,1,6,1
POL-01490,33,Female,IN,Doctor,Married,315,Premium,6234.02,2022-02-09,4,1,0
POL-01491,29,Male,VA,Sales Manager,Married,388,Comprehensive,5590.6,2023-09-12,11,0,0
POL-01492,52,Female,NY,Retail Worker,Divorced,714,Standard,5993.67,2022-12-06,5,1,0
POL-01493,38,Female,MA,Doctor,Single,847,Premium,2264.14,2023-06-30,9,8,0
POL-01494,28,Male,TX,Freelancer,Divorced,334,Standard,5467.35,2023-01-15,13,4,0
POL-01495,59,Male,MI,Student,Divorced,824,Basic,5354.53,2021-08-03,11,7,1
POL-01496,69,Male,MA,Teacher,Divorced,483,Standard,7213.97,2022-04-02,14,6,1
POL-01497,30,Male,CA,Student,Widowed,581,Comprehensive,6351.86,2023-06-11,2,7,1
POL-01498,57,Female,WA,Driver,Married,746,Comprehensive,5889.05,2020-11-11,4,5,0
POL-01499,49,Male,MO,Sales Manager,Single,708,Standard,5617.54,2024-06-10,7,5,0
POL-01500,62,Female,CA,Retail Worker,Divorced,699,Comprehensive,5957.66,2021-11-10,14,0,0
